path,fun_name,lineno
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Device.cpp,THPDevice_reduce,144
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Dtype.cpp,THPDtype_reduce,54
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_addDocStr,222
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_hasDistributed,324
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setDefaultTensorType,206
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setDefaultDtype,214
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_inferSize,281
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_userEnabledCuDNN,428
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setUserEnabledCuDNN,420
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_userEnabledMkldnn,442
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setUserEnabledMkldnn,434
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_allowTF32CuDNN,414
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setAllowTF32CuDNN,406
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_benchmarkCuDNN,490
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setBenchmarkCuDNN,476
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_deterministicCuDNN,456
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setDeterministicCuDNN,448
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_deterministicAlgorithms,470
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setDeterministicAlgorithms,462
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_allowTF32CuBLAS,504
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setAllowTF32CuBLAS,496
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_toDLPack,369
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_fromDLPack,378
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setFlushDenormal,510
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_getDefaultDtype,519
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_getDefaultDevice,528
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_qEngine,545
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_setQEngine,536
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_supportedQEngines,550
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\Module.cpp,THPModule_isEnabledXNNPACK,564
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\QScheme.cpp,THPQScheme_reduce,25
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\autograd\python_engine.cpp,THPEngine_run_backward,140
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\autograd\python_engine.cpp,THPEngine_queue_callback,272
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\autograd\python_engine.cpp,THPEngine_is_checkpoint_valid,286
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\autograd\python_function.cpp,THPFunction_name,614
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\autograd\python_function.cpp,THPFunction_apply,621
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\autograd\python_function.cpp,THPFunction_do_backward,736
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\autograd\python_function.cpp,THPFunction__register_hook_dict,805
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\autograd\python_function.cpp,THPFunction_register_hook,824
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_setDevice_wrap,63
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_getDevice_wrap,76
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_getDeviceCount_wrap,110
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_canDeviceAccessPeer_wrap,85
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_getArchFlags,118
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentStream_wrap,137
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_getDefaultStream_wrap,148
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentBlasHandle_wrap,526
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_setStream_wrap,159
F:\DLFs_dataset\pytorch\pytorch-1.8.0\torch\csrc\cuda\Module.cpp,THCPModule_getCompiledVersion,177
