c_path,module_name,py_fun_name,c_fun_name,lineno,lambda_len
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,set_num_threads,SetNumThreads,624,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,disable_signal_handler,DisableSignalHandler,626,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,clear_gradients,lambda expression,628,114.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,cudnn_version,DnnVersion,637,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,gpu_memory_available,lambda expression,638,92.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,nccl_version,GetNCCLVersion,647,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,is_cuda_graph_capturing,IsCUDAGraphCapturing,650,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,wait_device,lambda expression,666,86.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,from_dlpack,lambda expression,670,91.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_create_loaded_parameter,lambda expression,695,113.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,save_op_version_info,lambda expression,702,208.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,set_printoptions,lambda expression,710,657.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,broadcast_shape,lambda expression,735,149.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_append_python_callable_object_and_return_id,lambda expression,742,89.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_get_use_default_grad_op_desc_maker_ops,lambda expression,748,63.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_get_all_register_op_kernels,lambda expression,751,1085.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,clear_kernel_factory,lambda expression,811,53.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,clear_device_manager,lambda expression,813,70.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_set_eager_deletion_mode,SetEagerDeletionMode,822,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_set_fuse_parameter_group_size,SetFuseParameterGroupsSize,824,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_set_fuse_parameter_memory_size,SetFuseParameterMemorySize,826,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_set_paddle_lib_path,SetPaddleLibPath,832,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_promote_types_if_complex_exists,PromoteTypesIfComplexExists,834,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,Scope,lambda expression,1086,81.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_all_op_protos,lambda expression,1103,297.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_all_op_names,lambda expression,1119,558.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_op_attrs_default_value,lambda expression,1157,133.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_op_extra_attrs,lambda expression,1170,127.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_attrtibute_type,lambda expression,1177,138.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_grad_op_desc,lambda expression,1187,233.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,has_grad_op_maker,lambda expression,1205,92.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,has_non_empty_grad_op_maker,lambda expression,1208,100.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,has_infer_inplace,lambda expression,1213,93.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,infer_no_need_buffer_slots,lambda expression,1216,174.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,prune,lambda expression,1231,305.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,prune_backward,lambda expression,1246,60.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_serialize_comile_key,lambda expression,1264,289.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,empty_var_name,lambda expression,1277,47.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,grad_var_suffix,lambda expression,1279,48.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_all_device_type,lambda expression,1412,360.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_all_custom_device_type,lambda expression,1426,380.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_available_device,lambda expression,1440,344.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,get_available_custom_device,lambda expression,1454,368.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,_get_eager_deletion_vars,GetEagerDeletionCleanVars,1566,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,init_gflags,InitGflags,1696,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,init_glog,InitGLOG,1697,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,load_op_meta_info_and_register_op,lambda expression,1698,114.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,init_devices,lambda expression,1702,183.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,init_default_kernel_signatures,lambda expression,1710,47.0
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,is_compiled_with_avx,IsCompiledWithAVX,1712,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,is_compiled_with_cuda,IsCompiledWithCUDA,1713,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,is_compiled_with_ascend,IsCompiledWithAscend,1714,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,is_compiled_with_rocm,IsCompiledWithROCM,1715,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,is_compiled_with_npu,IsCompiledWithNPU,1716,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,is_compiled_with_ipu,IsCompiledWithIPU,1717,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,is_compiled_with_xpu,IsCompiledWithXPU,1718,
F:\DLFs_dataset\paddle\Paddle-2.4.2\paddle\fluid\pybind\pybind.cc,libpaddle,is_compiled_with_mkldnn,IsCompiledWithMKLDNN,1719,
