c_path,module_name,py_fun_name,c_fun_name,lineno,lambda_len
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,set_num_threads,SetNumThreads,378,
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,cudnn_version,CudnnVersion,381,
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,from_dlpack,lambda expression,384,91.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_save_static_dict,lambda expression,402,186.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_load_static_dict,lambda expression,409,260.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_create_loaded_parameter,lambda expression,417,112.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_save_dygraph_dict,lambda expression,423,169.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_load_dygraph_dict,lambda expression,430,266.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,save_op_version_info,lambda expression,443,208.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,set_printoptions,lambda expression,451,657.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,broadcast_shape,lambda expression,476,142.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_append_python_callable_object_and_return_id,lambda expression,482,89.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_get_use_default_grad_op_desc_maker_ops,lambda expression,488,63.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_get_all_register_op_kernels,lambda expression,491,446.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_set_eager_deletion_mode,SetEagerDeletionMode,510,
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_set_fuse_parameter_group_size,SetFuseParameterGroupsSize,512,
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_set_fuse_parameter_memory_size,SetFuseParameterMemorySize,514,
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_set_paddle_lib_path,SetPaddleLibPath,520,
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,_promote_types_if_complex_exists,PromoteTypesIfComplexExists,522,
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,Scope,lambda expression,1189,79.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,get_all_op_protos,lambda expression,1205,297.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,get_op_attrs_default_value,lambda expression,1220,133.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,get_grad_op_desc,lambda expression,1233,235.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,has_grad_op_maker,lambda expression,1249,92.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,has_non_empty_grad_op_maker,lambda expression,1252,100.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,has_infer_inplace,lambda expression,1257,93.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,infer_no_need_buffer_slots,lambda expression,1260,174.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,prune,lambda expression,1274,317.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,prune_backward,lambda expression,1288,58.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,empty_var_name,lambda expression,1305,47.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,grad_var_suffix,lambda expression,1307,48.0
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,get_xpu_device_count,GetXPUDeviceCount,1501,
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,init_gflags,InitGflags,1724,
F:\DLFs_dataset\paddle\Paddle-2.0.0\paddle\fluid\pybind\pybind.cc,core_avx,init_glog,InitGLOG,1725,
