path,fun_name,lineno
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Device.cpp,THPDevice_reduce,144
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Dtype.cpp,THPDtype_reduce,54
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_addDocStr,222
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_hasDistributed,324
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setDefaultTensorType,206
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setDefaultDtype,214
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_inferSize,281
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_userEnabledCuDNN,409
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setUserEnabledCuDNN,401
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_userEnabledMkldnn,423
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setUserEnabledMkldnn,415
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_allowTF32CuDNN,395
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setAllowTF32CuDNN,387
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_benchmarkCuDNN,505
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setBenchmarkCuDNN,491
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_deterministicCuDNN,439
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setDeterministicCuDNN,429
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_deterministicAlgorithms,459
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_deterministicAlgorithmsWarnOnly,467
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setDeterministicAlgorithms,445
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_warnAlways,483
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setWarnAlways,475
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_allowTF32CuBLAS,521
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setAllowTF32CuBLAS,513
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_allowFP16ReductionCuBLAS,537
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setAllowFP16ReductionCuBLAS,529
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_toDLPack,369
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_fromDLPack,378
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setFlushDenormal,545
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_getDefaultDtype,554
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_getDefaultDevice,563
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_qEngine,582
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setQEngine,571
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_supportedQEngines,587
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_isEnabledXNNPACK,601
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_setDefaultMobileCPUAllocator,607
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\Module.cpp,THPModule_unsetDefaultMobileCPUAllocator,617
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\QScheme.cpp,THPQScheme_reduce,25
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\autograd\python_engine.cpp,THPEngine_run_backward,152
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\autograd\python_engine.cpp,THPEngine_queue_callback,288
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\autograd\python_engine.cpp,THPEngine_is_checkpoint_valid,302
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\autograd\python_function.cpp,THPFunction_name,658
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\autograd\python_function.cpp,THPFunction_apply,671
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\autograd\python_function.cpp,THPFunction__register_hook_dict,741
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\autograd\python_function.cpp,THPFunction_register_hook,762
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_setDevice_wrap,65
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_getDevice_wrap,78
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_getDeviceCount_wrap,113
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_canDeviceAccessPeer_wrap,88
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_getArchFlags,121
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentStream_wrap,140
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_getDefaultStream_wrap,151
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentBlasHandle_wrap,558
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_setStream_wrap,162
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_getCompiledVersion,181
F:\DLFs_dataset\pytorch\pytorch-1.11.0\torch\csrc\cuda\Module.cpp,THCPModule_hasPrimaryContext,290
