path,fun_name,lineno
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Device.cpp,THPDevice_reduce,141
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Dtype.cpp,THPDtype_reduce,54
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_addDocStr,210
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_hasDistributed,312
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_setDefaultTensorType,194
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_setDefaultDtype,202
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_inferSize,269
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_userEnabledCuDNN,395
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_setUserEnabledCuDNN,387
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_userEnabledMkldnn,409
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_setUserEnabledMkldnn,401
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_benchmarkCuDNN,457
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_setBenchmarkCuDNN,443
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_deterministicCuDNN,423
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_setDeterministicCuDNN,415
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_deterministic,437
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_setDeterministic,429
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_toDLPack,350
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_fromDLPack,359
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_setFlushDenormal,463
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_getDefaultDtype,472
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_getDefaultDevice,481
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_qEngine,498
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_setQEngine,489
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_supportedQEngines,503
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\Module.cpp,THPModule_isEnabledXNNPACK,517
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\QScheme.cpp,THPQScheme_reduce,25
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\autograd\python_engine.cpp,THPEngine_run_backward,119
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\autograd\python_engine.cpp,THPEngine_queue_callback,232
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\autograd\python_engine.cpp,THPEngine_is_checkpoint_valid,246
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\autograd\python_function.cpp,THPFunction_apply,616
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\autograd\python_function.cpp,THPFunction_do_backward,731
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\autograd\python_function.cpp,THPFunction__register_hook_dict,798
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\autograd\python_function.cpp,THPFunction_register_hook,816
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_setDevice_wrap,62
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_getDevice_wrap,75
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_getDeviceCount_wrap,85
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_getArchFlags,93
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentStream_wrap,112
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_getDefaultStream_wrap,123
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_getCurrentBlasHandle_wrap,496
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_setStream_wrap,134
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_isDriverSufficient,153
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_getDriverVersion,163
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_getCompiledVersion,176
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_hasPrimaryContext,278
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_emptyCache,291
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_memoryStats,299
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_resetAccumulatedMemoryStats,349
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_resetPeakMemoryStats,359
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_memorySnapshot,369
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaHostAllocator,181
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaCachingAllocator_raw_alloc,189
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaCachingAllocator_raw_delete,209
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaSynchronize,217
F:\DLFs_dataset\pytorch\pytorch-1.6.0\torch\csrc\cuda\Module.cpp,THCPModule_cudaIPCCollect,225
