c_path,module_name,py_fun_name,c_fun_name,lineno,lambda_len
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\hlo\python\MlirHloModule.cc,_mlirHlo,register_mhlo_dialect,lambda expression,50,179.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\hlo\python\MlirHloModule.cc,_mlirHlo,register_chlo_dialect,lambda expression,61,179.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\lite\experimental\tac\py_wrapper\tac_wrapper_pybind11.cc,_pywrap_tac_wrapper,run_tac,lambda expression,25,173.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\python\mlir_wrapper\filecheck_wrapper.cc,filecheck_wrapper,check,lambda expression,24,392.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\python\mlir_wrapper\mlir_wrapper.cc,mlir_wrapper,preloadTensorFlowDialects,lambda expression,32,174.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\python\mlir_wrapper\mlir_wrapper.cc,mlir_wrapper,verify,lambda expression,39,430.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\quantization\tensorflow\python\pywrap_quantize_model.cc,pywrap_quantize_model,quantize_qat_model,lambda expression,56,260.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\quantization\tensorflow\python\pywrap_quantize_model.cc,pywrap_quantize_model,quantize_ptq_dynamic_range,lambda expression,70,251.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\quantization\tensorflow\python\pywrap_quantize_model.cc,pywrap_quantize_model,quantize_ptq_model_pre_calibration,lambda expression,84,199.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\quantization\tensorflow\python\pywrap_quantize_model.cc,pywrap_quantize_model,quantize_ptq_model_post_calibration,lambda expression,96,259.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\mlir\tfr\python\tfr_wrapper.cc,tfr_wrapper,verify,lambda expression,36,636.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_cpu_client,lambda expression,265,208.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_tfrt_cpu_client,lambda expression,274,212.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_interpreter_client,lambda expression,283,192.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_gpu_client,lambda expression,305,475.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_tpu_client,lambda expression,330,233.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_distributed_runtime_service,lambda expression,463,800.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\compiler\xla\python\xla.cc,xla_extension,get_distributed_runtime_client,lambda expression,498,1117.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\kernels\gradient\gradient_ops_wrapper.cc,pywrap_gradient_ops,GradientOpsRegisterer,lambda expression,24,93.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\kernels\perception\perception_ops_wrapper.cc,pywrap_perception_ops,PerceptionOpsRegisterer,lambda expression,24,95.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\python\analyzer_wrapper\analyzer_wrapper.cc,_pywrap_analyzer_wrapper,ModelAnalyzer,lambda expression,22,142.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\python\interpreter_wrapper\interpreter_wrapper_pybind11.cc,_pywrap_tensorflow_interpreter_wrapper,CreateWrapperFromFile,lambda expression,38,281.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\python\interpreter_wrapper\interpreter_wrapper_pybind11.cc,_pywrap_tensorflow_interpreter_wrapper,CreateWrapperFromFile,lambda expression,51,389.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\python\interpreter_wrapper\interpreter_wrapper_pybind11.cc,_pywrap_tensorflow_interpreter_wrapper,CreateWrapperFromBuffer,lambda expression,66,267.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\python\interpreter_wrapper\interpreter_wrapper_pybind11.cc,_pywrap_tensorflow_interpreter_wrapper,CreateWrapperFromBuffer,lambda expression,79,375.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\python\testdata\test_registerer_wrapper.cc,_pywrap_test_registerer,TF_TestRegisterer,lambda expression,25,83.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\testing\string_util_wrapper.cc,_pywrap_string_util,SerializeAsHexString,lambda expression,31,105.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\lite\tools\optimize\python\modify_model_interface.cc,_pywrap_modify_model_interface,modify_model_interface,lambda expression,30,228.0
F:\DLFs_dataset\tensorflow\tensorflow-2.10.0\tensorflow\python\mlir_wrapper.cc,_pywrap_mlir,ImportGraphDef,lambda expression,25,138.0
