c_path,lineno,module_name,c_class_name,py_class_name
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,359,caffe2_pybind11_state,NetBase,Net
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,364,caffe2_pybind11_state,ObserverBase,Observer
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,385,caffe2_pybind11_state,Blob,Blob
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,439,caffe2_pybind11_state,DLPackWrapper,DLPackTensorCPU
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,477,caffe2_pybind11_state,TensorCPU,TensorCPU
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,539,caffe2_pybind11_state,Workspace,Workspace
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,635,caffe2_pybind11_state,BackgroundPlan,BackgroundPlan
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,641,caffe2_pybind11_state,GradientWrapper,GradientWrapper
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,669,caffe2_pybind11_state,Transaction,Transaction
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,672,caffe2_pybind11_state,Cursor,Cursor
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,684,caffe2_pybind11_state,DB,DB
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,731,caffe2_pybind11_state,Argument,Argument
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,736,caffe2_pybind11_state,Caffe2Ops,Caffe2Ops
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,755,caffe2_pybind11_state,DummyName,DummyName
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,774,caffe2_pybind11_state,Caffe2BackendRep,Caffe2BackenRep
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,874,caffe2_pybind11_state,Caffe2Backend,Caffe2Backend
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,944,caffe2_pybind11_state,Predictor,Predictor
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state.cc,694,caffe2_pybind11_state,OpSchema,OpSchema
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state_gpu.cc,133,caffe2_pybind11_state_gpu,DLPackWrapper,DLPackTensorCUDA
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\python\pybind_state_hip.cc,56,caffe2_pybind11_state_hip,DLPackWrapper,DLPackTensorHIP
F:/DLFs_dataset/pytorch/pytorch-1.5.0\caffe2\quantization\server\pybind.cc,244,dnnlowp_pybind11,TensorQuantizationParams,QueryTensorQparam
F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\cpp_extensions\extension.cpp,33,TORCH_EXTENSION_NAME,MatrixMultiplier,MatrixMultiplier
F:/DLFs_dataset/pytorch/pytorch-1.5.0\test\cpp_extensions\jit_extension.cpp,16,TORCH_EXTENSION_NAME,Doubler,Doubler
