path,c_class_name,py_class_name,lineno
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,DLPackWrapper,DLPackTensorCPU,483
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,BackgroundPlan,BackgroundPlan,680
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,Transaction,Transaction,715
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,Cursor,Cursor,718
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,DB,DB,730
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,Caffe2BackendRep,Caffe2BackenRep,820
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state_gpu.cc,DLPackWrapper,DLPackTensorCUDA,133
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state_hip.cc,DLPackWrapper,DLPackTensorHIP,56
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\quantization\server\pybind.cc,TensorQuantizationParams,QueryTensorQparam,257
path,c_fun_name,py_fun_name,lineno
F:\DLFs_dataset\pytorch\pytorch-1.9.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,consume,_consume,21.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,consume_list,_consume.list,22.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,consume,_consume,26.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\benchmarks\operator_benchmark\pt_extension\extension.cpp,consume_list,_consume_list,27.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,lambda expression,on_module_exit,1163.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,lambda expression,create_child_workspace,1169.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,lambda expression,local_blobs,1234.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,lambda expression,delete_net,1370.0
F:\DLFs_dataset\pytorch\pytorch-1.9.0\caffe2\python\pybind_state.cc,lambda expression,transform_addNNPACK,1929.0
